set_id,manifest,profile_id,workload,case_id,n,batch,threads_field,timing_mode,run_count,fwd_ms_mean,fwd_ms_std,bwd_ms_mean,bwd_ms_std,fwd_gflops_std,bwd_gflops_std,mem_mb_mean,fwd_gflops_mean,bwd_gflops_mean,mkl_fwd_profile,mkl_fwd_ms,mkl_fwd_gflops,mkl_bwd_profile,mkl_bwd_ms,mkl_bwd_gflops,fwd_gflops_speedup_vs_mkl,bwd_gflops_speedup_vs_mkl,fwd_latency_speedup_vs_mkl,bwd_latency_speedup_vs_mkl,gpu_beats_mkl_fwd,gpu_beats_mkl_bwd
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b4096,4096,4096,1,compute,1,0.392294,0.0,0.392038,0.0,0.0,0.0,256.0,2566.01405,2567.689741,avx512_phys,6.3721,157.98,avx512_logical,6.430283,156.55,16.242651284972784,16.401723034174385,16.243174761785802,16.402193154745206,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b8192,4096,8192,1,compute,1,0.783656,0.0,0.783507,0.0,0.0,0.0,512.0,2569.068543,2569.556361,avx512_phys,12.990976,154.97,avx512_logical,12.860942,156.54,16.5778443763309,16.414695036412418,16.577396204457056,16.41458468143871,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b16384,4096,16384,1,compute,1,1.565683,0.0,1.565798,0.0,0.0,0.0,1024.0,2571.741146,2571.5519290000007,avx512_phys,25.65617,156.94,avx512_phys,26.454965,152.2,16.38677931693641,16.895873383705656,16.386567395826614,16.895515896686547,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b32768,4096,32768,1,compute,1,3.129805,0.0,3.129498,0.0,0.0,0.0,2048.0,2573.024259,2573.276894,avx512_phys,51.374038,156.75,avx512_logical,51.692287,155.79,16.41482780861244,16.517599935811027,16.41445329661113,16.5177568415126,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b1,8192,1,1,compute,1,0.008304,0.0,0.008346,0.0,0.0,0.0,0.12,64.123315,63.803678999999995,avx512_phys,0.008862,60.09,avx512_phys,0.008791,60.57,1.067121234814445,1.0533874690440812,1.0671965317919074,1.0533189551881141,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b2,8192,2,1,compute,1,0.008038,0.0,0.007834,0.0,0.0,0.0,0.25,132.484075,135.94771199999997,avx512_phys,0.018544,57.43,avx512_phys,0.017618,60.45,2.3068792442974053,2.248928238213399,2.3070415526250314,2.248914985958642,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b4,8192,4,1,compute,1,0.007987,0.0,0.007936,0.0,0.0,0.0,0.5,266.666676,268.387094,avx512_phys,0.033911,62.81,avx512_phys,0.035276,60.38,4.2456085973571085,4.444966777078503,4.245774383372981,4.445060483870968,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b8,8192,8,1,compute,1,0.007987,0.0,0.007936,0.0,0.0,0.0,1.0,533.333352,536.774188,avx512_phys,0.010467,406.98,avx512_phys,0.010693,398.38,1.3104657526168362,1.3473924092574927,1.3105045699261302,1.3474042338709675,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b16,8192,16,1,compute,1,0.007936,0.0,0.007936,0.0,0.0,0.0,2.0,1073.548376,1073.548376,avx512_logical,0.017075,498.96,avx512_logical,0.017309,492.21,2.151572021805355,2.1810779464049896,2.151587701612903,2.1810735887096775,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b32,8192,32,1,compute,1,0.007974,0.0,0.007893,0.0,0.0,0.0,4.0,2136.7575250000004,2158.848537,avx512_logical,0.031469,541.46,avx512_logical,0.032224,528.78,3.9462887840283685,4.082697032792465,3.946450965638324,4.082604839731408,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b64,8192,64,1,compute,1,0.017562,0.0,0.01751,0.0,0.0,0.0,8.0,1940.5248240000003,1946.1987510000001,avx512_logical,0.064147,531.26,avx512_logical,0.065397,521.11,3.6526838534804056,3.7347177198672066,3.652602209315567,3.7348372358652195,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b128,8192,128,1,compute,1,0.029894,0.0,0.029696,0.0,0.0,0.0,16.0,2279.9400830000004,2295.1724429999995,avx512_logical,0.159054,428.52,avx512_logical,0.165215,412.54,5.320498653505089,5.56351491491734,5.320599451394929,5.563543911637931,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b256,8192,256,1,compute,1,0.05564,0.0,0.055965,0.0,0.0,0.0,32.0,2449.943921,2435.7254119999993,avx512_phys,0.550424,247.65,avx512_phys,0.546121,249.61,9.892767700383606,9.758124321942226,9.892595255212077,9.75825962655231,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b512,8192,512,1,compute,1,0.108099,0.0,0.108339,0.0,0.0,0.0,64.0,2522.033134,2516.4460690000005,avx512_phys,1.348984,202.1,avx512_phys,1.366803,199.47,12.479134755071746,12.615661848899586,12.47915336867131,12.615983163957576,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b1024,8192,1024,1,compute,1,0.200346,0.0,0.200448,0.0,0.0,0.0,128.0,2721.5945269999997,2720.204498,avx512_phys,2.984618,182.69,avx512_phys,3.086194,176.68,14.897337166785263,15.396221971926646,14.897317640481967,15.396481880587485,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b2048,8192,2048,1,compute,1,0.395878,0.0,0.396426,0.0,0.0,0.0,256.0,2754.68177,2750.879425,avx512_phys,6.282256,173.59,avx512_phys,6.245661,174.6,15.868896653033008,15.755323167239405,15.869171815559339,15.754922734633954,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b4096,8192,4096,1,compute,1,0.789141,0.0,0.787605,0.0,0.0,0.0,512.0,2763.8136179999997,2769.2036100000005,avx512_phys,12.675514,172.07,avx512_phys,13.379549,163.01,16.062146905329225,16.987936997730205,16.062419770357895,16.987638473600345,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b8192,8192,8192,1,compute,1,1.571277,0.0,1.571618,0.0,0.0,0.0,1024.0,2776.134842,2775.53277,avx512_phys,25.552542,170.71,avx512_phys,25.835918,168.84,16.262285993790638,16.4388342217484,16.262277116001826,16.439057073665484,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n8192_b16384,8192,16384,1,compute,1,3.137741,0.0,3.137485,0.0,0.0,0.0,2048.0,2780.393007,2780.61984,avx512_phys,51.171401,170.49,avx512_phys,51.549556,169.24,16.308246859053316,16.430039234223585,16.30835719073053,16.43021592135102,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n16384_b1,16384,1,1,compute,1,0.010342,0.0,0.010282,0.0,0.0,0.0,0.25,110.891092,111.54683999999999,avx512_phys,0.012527,91.55,avx512_phys,0.012611,90.94,1.211262610595303,1.2265981966131514,1.2112744150067685,1.2265123516825522,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n16384_b2,16384,2,1,compute,1,0.010333,0.0,0.010291,0.0,0.0,0.0,0.5,221.98823799999997,222.885569,avx512_phys,0.041818,54.85,avx512_phys,0.041713,54.99,4.047187566089334,4.053201836697581,4.047033775283074,4.053347585268681,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n16384_b4,16384,4,1,compute,1,0.010293,0.0,0.010291,0.0,0.0,0.0,1.0,445.70186,445.771139,avx512_phys,0.093044,49.3,avx512_phys,0.092238,49.74,9.040605679513185,8.962025311620426,9.03954143592733,8.962977358857254,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n16384_b8,16384,8,1,compute,1,0.010394,0.0,0.010379,0.0,0.0,0.0,2.0,882.758607,883.983378,avx512_phys,0.022706,404.08,avx512_phys,0.023283,394.07,2.1846134602058997,2.2432140939427008,2.1845295362709254,2.2432796993930055,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n16384_b16,16384,16,1,compute,1,0.016165,0.0,0.016179,0.0,0.0,0.0,4.0,1135.1875310000003,1134.177249,avx512_logical,0.038721,473.91,avx512_logical,0.039014,470.35,2.3953652191344355,2.411347398745615,2.395360346427467,2.4113974905742013,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n16384_b32,16384,32,1,compute,1,0.02345,0.0,0.023603,0.0,0.0,0.0,8.0,1565.0655189999998,1554.880732,avx512_logical,0.089152,411.66,avx512_phys,0.095423,384.6,3.8018401569256173,4.042851617264691,3.8017910447761194,4.042833538109562,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n16384_b64,16384,64,1,compute,1,0.037325,0.0,0.037478,0.0,0.0,0.0,16.0,1966.5294349999997,1958.469983,avx512_phys,0.198561,369.66,avx512_phys,0.201,365.18,5.3198329140291065,5.363026406155868,5.319785666443402,5.3631463792091365,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n16384_b128,16384,128,1,compute,1,0.071782,0.0,0.071731,0.0,0.0,0.0,32.0,2045.0785100000003,2046.5382490000002,avx512_phys,0.579332,253.4,avx512_phys,0.594235,247.04,8.070554498816103,8.28423837840026,8.07071410660054,8.284214635234417,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n16384_b256,16384,256,1,compute,1,0.132707,0.0,0.133478,0.0,0.0,0.0,64.0,2212.398985,2199.616366,avx512_phys,1.37892,212.92,avx512_phys,1.428529,205.53,10.390752324816832,10.702166914805625,10.390710361925143,10.702355444342887,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n16384_b512,16384,512,1,compute,1,0.234854,0.0,0.234342,0.0,0.0,0.0,128.0,2500.283535,2505.7460339999993,avx512_phys,3.030969,193.73,avx512_phys,3.076979,190.84,12.906021447375213,13.13008821001886,12.905758471220416,13.13029247851431,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n16384_b1024,16384,1024,1,compute,1,0.418544,0.0,0.419942,0.0,0.0,0.0,256.0,2805.9298480000007,2796.5863379999996,avx512_phys,6.335804,185.36,avx512_phys,6.357345,184.73,15.137731160984034,15.138777339901477,15.137725065942888,15.138626286487181,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n16384_b2048,16384,2048,1,compute,1,0.810549,0.0,0.809979,0.0,0.0,0.0,512.0,2897.802441,2899.8403630000003,avx512_phys,12.858669,182.66,avx512_phys,13.094529,179.37,15.864460971203329,16.166808067123824,15.864147633270784,16.166504316778582,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n16384_b4096,16384,4096,1,compute,1,1.598106,0.0,1.59657,0.0,0.0,0.0,1024.0,2939.493121,2942.321075,avx512_phys,25.985285,180.78,avx512_phys,27.409393,171.39,16.26005709149242,17.167402269677343,16.260050960324286,17.16767382576398,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n16384_b8192,16384,8192,1,compute,1,3.173171,0.0,3.174853,0.0,0.0,0.0,2048.0,2960.836421,2959.268253,avx512_phys,52.687795,178.32,avx512_phys,53.886184,174.35,16.604062477568416,16.973147421852598,16.604146136467275,16.972812284537266,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n32768_b1,32768,1,1,compute,1,0.00829,0.0,0.008192,0.0,0.0,0.0,0.5,296.46785700000004,300.0000079999999,avx512_logical,0.017989,136.62,avx512_logical,0.01782,137.91,2.1700179841897236,2.1753317960989045,2.169963811821472,2.17529296875,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n32768_b2,32768,2,1,compute,1,0.008243,0.0,0.00824,0.0,0.0,0.0,1.0,596.273279,596.5048430000002,avx512_phys,0.110579,44.45,avx512_phys,0.112035,43.87,13.414471968503936,13.597101504444955,13.414897488778356,13.59648058252427,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n32768_b4,32768,4,1,compute,1,0.008699,0.0,0.008642,0.0,0.0,0.0,2.0,1130.034906,1137.567135,avx512_phys,0.244918,40.14,avx512_phys,0.246373,39.9,28.15233946188341,28.510454511278198,28.154730428784916,28.508794260587827,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n32768_b8,32768,8,1,compute,1,0.01408,0.0,0.014045,0.0,0.0,0.0,4.0,1396.363644,1399.8632550000002,avx512_phys,0.053866,364.99,avx512_phys,0.059014,333.15,3.8257586344831367,4.201900810445746,3.825710227272727,4.201779992880028,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n32768_b16,32768,16,1,compute,1,0.025139,0.0,0.025139,0.0,0.0,0.0,8.0,1564.154743,1564.154743,avx512_phys,0.115866,339.37,avx512_logical,0.119455,329.18,4.60899532368801,4.75167003766936,4.609013882811567,4.751780102629381,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n32768_b32,32768,32,1,compute,1,0.057088,0.0,0.056781,0.0,0.0,0.0,16.0,1377.578485,1385.031627,avx512_phys,0.259443,303.12,avx512_phys,0.268054,293.39,4.544663780021113,4.720786758239886,4.544615330717488,4.72083971751114,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n32768_b64,32768,64,1,compute,1,0.110027,0.0,0.110234,0.0,0.0,0.0,32.0,1429.522804,1426.846198,avx512_phys,0.658509,238.85,avx512_phys,0.674598,233.16,5.985023253087712,6.1196011236918855,5.984976414879984,6.11969083948691,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n32768_b128,32768,128,1,compute,1,0.21504,0.0,0.214733,0.0,0.0,0.0,64.0,1462.857195,1464.949997,avx512_phys,1.49861,209.91,avx512_phys,1.518767,207.12,6.968973345719594,7.072952863074546,6.968982514880952,7.072816008717803,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n32768_b256,32768,256,1,compute,1,0.424346,0.0,0.424448,0.0,0.0,0.0,128.0,1482.625522,1482.267746,avx512_phys,3.355317,187.51,avx512_phys,3.280772,191.77,7.9069144152311885,7.729403691922615,7.907031054846752,7.729502789505428,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n32768_b512,32768,512,1,compute,1,0.793498,0.0,0.793656,0.0,0.0,0.0,256.0,1585.7529799999998,1585.4364810000002,avx512_phys,6.714069,187.41,avx512_phys,6.628925,189.82,8.461410703804491,8.352315251290698,8.461355920241765,8.352390708316953,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n32768_b1024,32768,1024,1,compute,1,1.581107,0.0,1.581666,0.0,0.0,0.0,512.0,1591.6582659999997,1591.0963619999998,avx512_phys,13.576078,185.37,avx512_phys,13.410679,187.66,8.586385423747098,8.47861218160503,8.586438488982719,8.478831181804502,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n32768_b2048,32768,2048,1,compute,1,3.15817,0.0,3.157542,0.0,0.0,0.0,1024.0,1593.696827,1594.01336,avx512_phys,27.084079,185.83,avx512_phys,27.497355,183.04,8.57610088252704,8.70855201048951,8.575877486012468,8.708468485929878,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n32768_b4096,32768,4096,1,compute,1,6.312288,0.0,6.306702,0.0,0.0,0.0,2048.0,1594.719657,1596.132008,avx512_phys,54.182668,185.79,avx512_phys,55.253584,182.18,8.58345259163572,8.761291074761225,8.583681226205142,8.761090027719717,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n65536_b1,65536,1,1,compute,1,0.007619,0.0,0.007534,0.0,0.0,0.0,1.0,688.114247,695.8590279999999,avx512_logical,0.035062,149.53,avx512_logical,0.035342,148.35,4.601847435297264,4.69065741826761,4.601916261976638,4.6910007963897,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n65536_b2,65536,2,1,compute,1,0.008602,0.0,0.00855,0.0,0.0,0.0,2.0,1219.047629,1226.347264,avx512_phys,0.281747,37.22,avx512_phys,0.286662,36.58,32.752488688876944,33.52507556041553,32.75366193908393,33.52771929824561,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n65536_b4,65536,4,1,compute,1,0.013363,0.0,0.013405,0.0,0.0,0.0,4.0,1569.3486089999997,1564.478396,avx512_logical,0.143309,146.34,avx512_logical,0.144971,144.66,10.723989401394011,10.8148651735103,10.724313402679039,10.814696008951882,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n65536_b8,65536,8,1,compute,1,0.024064,0.0,0.02391,0.0,0.0,0.0,8.0,1742.978727,1754.175569,avx512_phys,0.171811,244.12,avx512_phys,0.166686,251.63,7.1398440398164835,6.971249727774908,7.13975232712766,6.971392722710163,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n65536_b16,65536,16,1,compute,1,0.057352,0.0,0.057139,0.0,0.0,0.0,16.0,1462.6530780000003,1468.100359,avx512_phys,0.408044,205.58,avx512_phys,0.404387,207.44,7.114763488666213,7.0772288806401855,7.114730087878366,7.077250214389471,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n65536_b32,65536,32,1,compute,1,0.110278,0.0,0.109875,0.0,0.0,0.0,32.0,1521.351001,1526.9337999999998,avx512_phys,1.037012,161.78,avx512_phys,1.066888,157.25,9.403826189887502,9.710230842607311,9.40361631513085,9.710015927189989,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n65536_b64,65536,64,1,compute,1,0.214736,0.0,0.214886,0.0,0.0,0.0,64.0,1562.589908,1561.4962839999998,avx512_phys,2.176278,154.18,avx512_phys,2.250959,149.07,10.134841795304188,10.474919728986382,10.134667684971312,10.47513099969286,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n65536_b128,65536,128,1,compute,1,0.425626,0.0,0.425566,0.0,0.0,0.0,128.0,1576.711137,1576.930557,avx512_phys,4.307867,155.78,avx512_phys,4.292733,156.33,10.121396437283348,10.087190923047398,10.12124964170422,10.087114572122774,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n65536_b256,65536,256,1,compute,1,0.789555,0.0,0.789504,0.0,0.0,0.0,256.0,1699.915665,1700.025933,avx512_phys,8.505377,157.8,avx512_phys,8.513053,157.66,10.772596102661597,10.782861429658759,10.77236797943145,10.782786407668612,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n65536_b512,65536,512,1,compute,1,1.577882,0.0,1.576858,0.0,0.0,0.0,512.0,1701.2395110000002,1702.3443440000003,avx512_phys,16.937449,158.49,avx512_phys,17.103201,156.95,10.734049536248344,10.84641187639376,10.73429381918293,10.846379953045865,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n65536_b1024,65536,1024,1,compute,1,3.148941,0.0,3.149013,0.0,0.0,0.0,1024.0,1704.925363,1704.8864310000001,avx512_phys,32.673276,164.31,avx512_phys,32.661877,164.37,10.376272673604772,10.372248165723672,10.375956869309396,10.372099765863144,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n65536_b2048,65536,2048,1,compute,1,6.291302,0.0,6.280602,0.0,0.0,0.0,2048.0,1706.70831,1709.616227,avx512_phys,66.963608,160.35,avx512_phys,64.127926,167.44,10.643643966323667,10.21032147037745,10.643839383326375,10.210474409937136,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n131072_b1,131072,1,1,compute,1,0.009626,0.0,0.009574,0.0,0.0,0.0,2.0,1157.446775,1163.6363769999998,avx512_logical,0.068036,163.75,avx512_logical,0.067086,166.07,7.068377251908396,7.006902974649243,7.06794099314357,7.007102569458953,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n131072_b2,131072,2,1,compute,1,0.014592,0.0,0.014438,0.0,0.0,0.0,4.0,1527.0176120000003,1543.262446,avx512_phys,0.676484,32.94,avx512_phys,0.675905,32.97,46.35754741955071,46.80808146800121,46.359923245614034,46.814309461144205,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n131072_b4,131072,4,1,compute,1,0.024986,0.0,0.025037,0.0,0.0,0.0,8.0,1783.606592,1779.959107,avx512_phys,0.278393,160.08,avx512_phys,0.275984,161.47,11.141970214892554,11.023466321917384,11.141959497318497,11.023045892079722,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n131072_b8,131072,8,1,compute,1,0.057037,0.0,0.056422,0.0,0.0,0.0,16.0,1562.6571139999999,1579.673308,avx512_phys,0.617186,144.41,avx512_phys,0.607338,146.75,10.820975791150197,10.764383700170358,10.82080053298736,10.764205451774131,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n131072_b16,131072,16,1,compute,1,0.111718,0.0,0.11136,0.0,0.0,0.0,32.0,1595.600305,1600.73561,avx512_logical,1.605196,111.05,avx512_logical,1.582313,112.66,14.368305312922107,14.208553257589207,14.368284430440932,14.20898886494253,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n131072_b32,131072,32,1,compute,1,0.215398,0.0,0.21504,0.0,0.0,0.0,64.0,1655.1461310000002,1657.904821,avx512_logical,3.608191,98.81,avx512_logical,3.602305,98.97,16.750795779779377,16.75158958270183,16.751274385091783,16.751790364583332,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n131072_b64,131072,64,1,compute,1,0.423464,0.0,0.423373,0.0,0.0,0.0,128.0,1683.807029,1684.169818,avx512_phys,7.192988,99.13,avx512_phys,7.35418,96.96,16.985847160294565,17.3697382219472,16.986067292615193,17.370451115210464,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n131072_b128,131072,128,1,compute,1,0.789965,0.0,0.789757,0.0,0.0,0.0,256.0,1805.223886,1805.6993230000003,avx512_phys,14.643606,97.38,avx512_logical,14.54165,98.07,18.53793269665229,18.41235161619252,18.537031387466534,18.41281558757947,True,True
