workload,case,length,batch,core_count,threads_per_core,threads,profile,isa,avg_fwd_ms,avg_fwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,fwd_speedup_vs_c01_t01,samples_ok,samples_skip,samples_expected,check_ok,check_fail,quality,note
throughput,n524288_b1,524288,1,1,2,2,avx512_c01_t02,AVX512,2.599035,19.163790,1028.000000,0.9074,1.1327,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,2,1,2,avx512_c02_t02,AVX512,2.172021,22.931344,1028.000000,1.0858,1.3553,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,2,2,4,avx512_c02_t04,AVX512,1.581926,31.485265,1028.000000,1.4908,1.8609,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,3,1,3,avx512_c03_t03,AVX512,1.057763,47.087448,1028.000000,2.2295,2.7831,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,3,2,6,avx512_c03_t06,AVX512,0.982124,50.713922,1028.000000,2.4012,2.9974,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,4,1,4,avx512_c04_t04,AVX512,0.996518,49.981395,1028.000000,2.3665,2.9541,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,4,2,8,avx512_c04_t08,AVX512,0.911066,54.669321,1028.000000,2.5885,3.2312,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,5,1,5,avx512_c05_t05,AVX512,0.826616,60.254532,1028.000000,2.8530,3.5613,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,5,2,10,avx512_c05_t10,AVX512,0.689143,72.274347,1028.000000,3.4221,4.2717,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,6,1,6,avx512_c06_t06,AVX512,0.713712,69.786356,1028.000000,3.3043,4.1247,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,6,2,12,avx512_c06_t12,AVX512,0.622876,79.963524,1028.000000,3.7862,4.7262,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,7,1,7,avx512_c07_t07,AVX512,0.686558,72.546471,1028.000000,3.4350,4.2878,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,7,2,14,avx512_c07_t14,AVX512,0.547453,90.980157,1028.000000,4.3078,5.3773,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,8,1,8,avx512_c08_t08,AVX512,0.706152,70.533483,1028.000000,3.3397,4.1688,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,8,2,16,avx512_c08_t16,AVX512,0.700240,71.128984,1028.000000,3.3678,4.2040,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,9,1,9,avx512_c09_t09,AVX512,0.612479,81.320927,1028.000000,3.8504,4.8064,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,9,2,18,avx512_c09_t18,AVX512,0.521617,95.486458,1028.000000,4.5211,5.6437,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,10,1,10,avx512_c10_t10,AVX512,0.475682,104.707262,1028.000000,4.9577,6.1887,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,10,2,20,avx512_c10_t20,AVX512,3.599222,13.838368,1028.000000,0.6552,0.8179,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,1,1,1,avx512_c01_t01,AVX512,6.569554,15.961144,1032.000000,0.7557,1.0000,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,1,2,2,avx512_c01_t02,AVX512,5.583376,18.780322,1032.000000,0.8892,1.1766,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,2,1,2,avx512_c02_t02,AVX512,3.876938,27.046499,1032.000000,1.2806,1.6945,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,2,2,4,avx512_c02_t04,AVX512,3.400512,30.835827,1032.000000,1.4600,1.9319,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,3,1,3,avx512_c03_t03,AVX512,2.357798,44.472682,1032.000000,2.1057,2.7863,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,3,2,6,avx512_c03_t06,AVX512,2.097970,49.980505,1032.000000,2.3665,3.1314,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,4,1,4,avx512_c04_t04,AVX512,2.305762,45.476333,1032.000000,2.1532,2.8492,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,4,2,8,avx512_c04_t08,AVX512,2.096042,50.026478,1032.000000,2.3687,3.1343,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,5,1,5,avx512_c05_t05,AVX512,1.594761,65.751294,1032.000000,3.1132,4.1195,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,5,2,10,avx512_c05_t10,AVX512,1.455698,72.032523,1032.000000,3.4106,4.5130,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,6,1,6,avx512_c06_t06,AVX512,2.088897,50.197592,1032.000000,2.3768,3.1450,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,6,2,12,avx512_c06_t12,AVX512,1.313033,79.859074,1032.000000,3.7812,5.0033,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,7,1,7,avx512_c07_t07,AVX512,1.505909,69.630768,1032.000000,3.2969,4.3625,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,7,2,14,avx512_c07_t14,AVX512,1.223579,85.697450,1032.000000,4.0576,5.3691,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,8,1,8,avx512_c08_t08,AVX512,2.090529,50.158405,1032.000000,2.3749,3.1425,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,8,2,16,avx512_c08_t16,AVX512,1.279810,81.932162,1032.000000,3.8794,5.1332,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,9,1,9,avx512_c09_t09,AVX512,1.249481,83.920924,1032.000000,3.9735,5.2578,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,9,2,18,avx512_c09_t18,AVX512,2.340632,44.798841,1032.000000,2.1212,2.8067,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,10,1,10,avx512_c10_t10,AVX512,0.994016,105.488845,1032.000000,4.9947,6.6091,1,0,1,1,0,ok,-
throughput,n1048576_b1,1048576,1,10,2,20,avx512_c10_t20,AVX512,2.923921,35.861981,1032.000000,1.6980,2.2468,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,1,1,1,avx512_c01_t01,AVX512,21.128996,10.421743,2064.000000,0.4935,1.0000,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,1,2,2,avx512_c01_t02,AVX512,12.330116,17.858791,2064.000000,0.8456,1.7136,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,2,1,2,avx512_c02_t02,AVX512,10.656233,20.664053,2064.000000,0.9784,1.9828,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,2,2,4,avx512_c02_t04,AVX512,7.484683,29.420212,2064.000000,1.3930,2.8230,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,3,1,3,avx512_c03_t03,AVX512,5.414261,40.670548,2064.000000,1.9257,3.9025,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,3,2,6,avx512_c03_t06,AVX512,4.404751,49.991693,2064.000000,2.3670,4.7969,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,4,1,4,avx512_c04_t04,AVX512,5.123691,42.977018,2064.000000,2.0349,4.1238,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,4,2,8,avx512_c04_t08,AVX512,4.665093,47.201837,2064.000000,2.2349,4.5292,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,5,1,5,avx512_c05_t05,AVX512,3.919888,56.175319,2064.000000,2.6598,5.3902,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,5,2,10,avx512_c05_t10,AVX512,3.186575,69.102707,2064.000000,3.2719,6.6306,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,6,1,6,avx512_c06_t06,AVX512,3.993113,55.145186,2064.000000,2.6110,5.2914,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,6,2,12,avx512_c06_t12,AVX512,4.517522,48.743749,2064.000000,2.3079,4.6771,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,7,1,7,avx512_c07_t07,AVX512,5.288218,41.639917,2064.000000,1.9716,3.9955,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,7,2,14,avx512_c07_t14,AVX512,2.668025,82.533320,2064.000000,3.9078,7.9193,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,8,1,8,avx512_c08_t08,AVX512,4.027794,54.670363,2064.000000,2.5886,5.2458,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,8,2,16,avx512_c08_t16,AVX512,3.235843,68.050570,2064.000000,3.2221,6.5297,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,9,1,9,avx512_c09_t09,AVX512,3.006561,73.240144,2064.000000,3.4678,7.0276,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,9,2,18,avx512_c09_t18,AVX512,2.344504,93.922194,2064.000000,4.4471,9.0121,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,10,1,10,avx512_c10_t10,AVX512,2.478160,88.856636,2064.000000,4.2072,8.5261,1,0,1,1,0,ok,-
throughput,n2097152_b1,2097152,1,10,2,20,avx512_c10_t20,AVX512,13.704418,16.067881,2064.000000,0.7608,1.5418,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,1,1,1,avx512_c01_t01,AVX512,60.414623,7.636784,3040.000000,0.3616,1.0000,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,1,2,2,avx512_c01_t02,AVX512,28.290544,16.308398,3040.000000,0.7722,2.1355,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,2,1,2,avx512_c02_t02,AVX512,28.476699,16.201788,3040.000000,0.7671,2.1215,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,2,2,4,avx512_c02_t04,AVX512,16.296225,28.311676,3040.000000,1.3405,3.7073,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,3,1,3,avx512_c03_t03,AVX512,16.685956,27.650405,3040.000000,1.3092,3.6207,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,3,2,6,avx512_c03_t06,AVX512,9.997660,46.148143,3040.000000,2.1850,6.0429,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,4,1,4,avx512_c04_t04,AVX512,14.827584,31.115888,3040.000000,1.4733,4.0745,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,4,2,8,avx512_c04_t08,AVX512,10.359328,44.537005,3040.000000,2.1088,5.8319,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,5,1,5,avx512_c05_t05,AVX512,11.493334,40.142698,3040.000000,1.9007,5.2565,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,5,2,10,avx512_c05_t10,AVX512,7.115393,64.841596,3040.000000,3.0702,8.4907,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,6,1,6,avx512_c06_t06,AVX512,11.263696,40.961105,3040.000000,1.9394,5.3637,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,6,2,12,avx512_c06_t12,AVX512,6.156182,74.944737,3040.000000,3.5485,9.8137,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,7,1,7,avx512_c07_t07,AVX512,9.836048,46.906384,3040.000000,2.2209,6.1422,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,7,2,14,avx512_c07_t14,AVX512,5.609681,82.245932,3040.000000,3.8942,10.7697,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,8,1,8,avx512_c08_t08,AVX512,10.177579,45.332337,3040.000000,2.1464,5.9361,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,8,2,16,avx512_c08_t16,AVX512,8.113040,56.868133,3040.000000,2.6926,7.4466,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,9,1,9,avx512_c09_t09,AVX512,7.432867,62.072070,3040.000000,2.9390,8.1280,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,9,2,18,avx512_c09_t18,AVX512,4.587875,100.563647,3040.000000,4.7615,13.1683,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,10,1,10,avx512_c10_t10,AVX512,6.884577,67.015510,3040.000000,3.1731,8.7754,1,0,1,1,0,ok,-
throughput,n4194304_b1,4194304,1,10,2,20,avx512_c10_t20,AVX512,4.474672,103.107767,3040.000000,4.8820,13.5015,1,0,1,1,0,ok,-
